id,intents_gold,slots_gold,intents_pred,slots_pred
test_285_14,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-location O B-served_dish O B-served_dish
test_285_15,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-party_size_number O I-served_dish O O
test_285_16,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O I-party_size_description I-served_dish
test_285_17,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-served_dish
test_285_18,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish
test_285_19,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish
test_285_20,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_21,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-reminder/todo O
test_285_22,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-reminder/todo I-served_dish
test_285_23,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-served_dish I-served_dish
test_285_24,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-served_dish
test_285_25,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-restaurant_type O B-sort O
test_285_26,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish
test_285_27,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_28,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish B-served_dish
test_285_29,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-cuisine I-served_dish O B-location
test_285_30,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_31,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O B-location
test_285_32,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O B-location I-location
test_285_33,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_34,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-movie_name O I-served_dish I-served_dish
test_285_35,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_36,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish I-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O I-served_dish I-served_dish I-served_dish I-location
test_285_37,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-reminder/todo I-served_dish
test_285_38,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_39,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish
test_285_40,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish I-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O B-cuisine
test_285_41,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish
test_285_42,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish
test_285_43,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish O,BookRestaurant,O O O O O B-restaurant_type O O B-served_dish
test_295_2,weather/find,O O O O O B-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location I-location B-datetime I-datetime
test_393_2,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime,BookRestaurant,O O O O O B-location B-location B-datetime I-datetime I-datetime
test_393_3,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime,BookRestaurant,O O O O O B-location I-location B-datetime I-datetime I-datetime
test_393_4,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime
test_453_2,BookRestaurant,O O O B-cuisine B-restaurant_type O B-datetime I-datetime O B-location I-location O B-party_size_number O,BookRestaurant,O O O O B-restaurant_type O B-datetime I-datetime O B-location I-location O B-party_size_number O
test_295_3,weather/find,O O O O O B-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location I-location B-datetime I-datetime
test_295_4,weather/find,O O O O O B-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location I-location B-datetime I-datetime
test_393_5,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime
test_295_5,weather/find,O O O O O B-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location I-location B-datetime I-datetime
test_393_6,BookRestaurant,O O O O B-location I-location B-datetime I-datetime I-datetime,BookRestaurant,O O O O O B-location I-location B-datetime I-datetime I-datetime
test_295_6,weather/find,O O O O O B-location I-location B-datetime I-datetime O,weather/find,O O O O O B-location I-location B-datetime I-datetime
test_453_3,BookRestaurant,O O O B-cuisine B-restaurant_type O B-datetime I-datetime O B-location I-location I-location O B-party_size_number O,BookRestaurant,O O O O B-restaurant_type O B-datetime I-datetime O B-location B-location I-location O B-party_size_number O
test_408_1,weather/find,O O O O B-location O B-location,weather/find,O O O O B-location O B-location
test_408_2,weather/find,O O O O B-location O B-location,weather/find,O O O O B-location O B-location
test_408_3,weather/find,O O O O B-location O B-location,weather/find,O O O O B-location O B-location
test_363_1,weather/find,O O O B-location O B-location,weather/find,O O O B-location I-location
test_363_2,weather/find,O O O B-location O B-location,weather/find,O O O B-location I-location
test_408_4,weather/find,O O O O B-location O B-location,weather/find,O O O O B-location O B-location
test_363_3,weather/find,O O O B-location O B-location,weather/find,O O O B-location I-location
test_456_1,BookRestaurant,O O O O B-location,BookRestaurant,O O O O B-cuisine
test_476_3,BookRestaurant,O O O O O B-restaurant_name I-restaurant_name I-restaurant_name O B-location O,BookRestaurant,O O O O O B-location I-location I-location O B-location
test_458_1,BookRestaurant,O O O B-restaurant_type B-location O B-location O,BookRestaurant,O O O B-served_dish B-restaurant_type B-location O B-location
test_321_3,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime O B-location
test_217_1,weather/find,O O O B-datetime,weather/find,O O O B-datetime
test_217_2,weather/find,O O O B-datetime,weather/find,O O O B-datetime
test_366_6,weather/find,O O B-condition_temperature O B-location B-datetime B-datetime O,weather/find,O O B-weather/attribute O B-location B-datetime I-datetime
test_259_4,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-weather/attribute B-datetime O B-location
test_189_1,weather/find,O B-datetime O B-weather/attribute O,weather/find,B-datetime I-datetime O B-weather/attribute
test_177_2,weather/find,O O B-weather/attribute O B-datetime I-datetime O,weather/find,O O B-weather/attribute O B-datetime I-datetime
test_175_3,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_186_3,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_175_4,weather/find,B-datetime O B-weather/attribute O,weather/find,B-datetime O B-weather/attribute
test_493_1,BookRestaurant,O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_type O B-datetime I-datetime I-datetime,BookRestaurant,O O O B-party_size_description I-party_size_description I-party_size_description O O O B-datetime I-datetime I-datetime
test_493_2,BookRestaurant,O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_type O B-datetime I-datetime I-datetime,BookRestaurant,O O O B-party_size_description I-party_size_description I-party_size_description O O O B-datetime I-datetime I-datetime
test_208_1,reminder/set_reminder,O O B-reminder/todo I-reminder/todo,reminder/set_reminder,O O B-reminder/todo I-reminder/todo
test_208_2,reminder/set_reminder,O O B-reminder/todo I-reminder/todo,reminder/set_reminder,O O B-reminder/todo I-reminder/todo
test_493_3,BookRestaurant,O O O B-party_size_description I-party_size_description I-party_size_description O B-restaurant_type O B-datetime I-datetime I-datetime,BookRestaurant,O O O B-party_size_description I-party_size_description I-party_size_description O O O B-datetime I-datetime I-datetime
test_208_3,reminder/set_reminder,O O B-reminder/todo I-reminder/todo,reminder/set_reminder,O O B-reminder/todo I-reminder/todo
test_458_2,BookRestaurant,O O O B-restaurant_type B-location O B-location O,BookRestaurant,O O O B-served_dish B-restaurant_type B-location O B-location
test_311_1,BookRestaurant,O O O O O O B-restaurant_type O B-facility O B-location O,BookRestaurant,O O O O O O B-restaurant_type O B-restaurant_type O B-location
test_498_1,BookRestaurant,O O O B-party_size_number O O B-sort B-restaurant_type B-location I-location I-location I-location B-datetime I-datetime I-datetime I-datetime,BookRestaurant,O O O B-party_size_number O O O O B-location O I-location I-location O B-datetime I-datetime I-datetime
test_458_3,BookRestaurant,O O O B-restaurant_type B-location O B-location I-location O,BookRestaurant,O O O B-served_dish B-restaurant_type B-location O B-location I-location
test_474_1,SearchScreeningEvent,O O B-object_type B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-object_location_type O,SearchScreeningEvent,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O
test_400_1,AddToPlaylist,O O O O B-artist I-artist O B-reference O B-playlist I-playlist,AddToPlaylist,O O O B-music_item B-artist I-artist O B-reference O B-playlist I-playlist
test_403_2,AddToPlaylist,O B-music_item O O B-playlist I-playlist,AddToPlaylist,O B-music_item O O B-playlist I-playlist
test_380_1,AddToPlaylist,O O B-music_item O O B-playlist I-playlist,AddToPlaylist,O O B-music_item O O B-playlist I-playlist
test_415_3,AddToPlaylist,O B-artist O B-reference O B-playlist I-playlist,AddToPlaylist,O B-entity_name O B-reference O B-playlist I-playlist
test_434_2,BookRestaurant,O O O O B-restaurant_name O B-location,BookRestaurant,O O O O B-location O B-location
test_434_3,BookRestaurant,O O O O B-restaurant_name O B-location,BookRestaurant,O O O O B-datetime O B-location
test_286_8,RateBook,O B-object_part_of_series_type B-object_name O B-rating_value B-rating_unit O,RateBook,O B-object_name B-object_part_of_series_type I-object_name O B-rating_value B-rating_unit
