id,intents_gold,slots_gold,intents_pred,slots_pred
test_259_14,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_273_28,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_366_26,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_15,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_426_24,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_426_25,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_165_23,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_274_22,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location I-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location I-location O B-datetime I-datetime O
test_258_30,weather/find,O O O O B-location I-location O,weather/find,O O O O B-location I-location O
test_372_27,weather/find,O O O O B-location I-location O,weather/find,O O O O B-location O
test_274_23,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O O O B-location O B-datetime I-datetime O
test_259_16,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_212_25,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_399_27,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_372_28,weather/find,O O O O B-location O,weather/find,O O O O O
test_426_26,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_273_29,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_313_21,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_259_17,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_310_33,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_426_27,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_402_28,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_22,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_372_29,weather/find,O O O O B-location O,weather/find,O O O O O
test_210_26,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_259_18,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_402_29,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_23,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_313_24,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_313_25,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_321_36,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_416_17,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_399_28,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_416_18,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_273_30,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_366_27,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_313_26,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_360_25,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_258_31,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_165_24,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_313_27,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_269_28,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_259_19,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_426_28,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_321_37,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_416_19,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_259_20,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_259_21,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_269_29,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_402_30,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_165_25,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_416_20,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_210_27,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_165_26,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_402_31,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_366_28,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_210_28,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_321_38,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_273_31,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_360_26,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_402_32,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_310_34,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_366_29,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_165_27,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_269_30,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location I-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location I-location O
test_273_32,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_321_39,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_259_22,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_360_27,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_402_33,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_274_24,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_426_29,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_273_33,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_360_28,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_399_29,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_259_23,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_372_30,weather/find,O O O O B-location O,weather/find,O O O O O
test_399_30,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_321_40,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_399_31,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_426_30,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_372_31,weather/find,O O O O B-location O,weather/find,O O O O O
test_402_34,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_442_33,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_259_24,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_360_29,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_372_32,weather/find,O O O O B-location O,weather/find,O O O O O
test_366_30,weather/find,O O B-condition_temperature O B-location I-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location I-location B-datetime I-datetime O
test_372_33,weather/find,O O O O B-location O,weather/find,O O O O O
test_360_30,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_416_21,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_416_22,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_212_26,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_273_34,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_210_29,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime O O O
test_366_31,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_210_30,weather/find,O O B-datetime B-weather/attribute O B-location I-location O,weather/find,O O B-datetime B-condition_description O B-location O
test_165_28,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_426_31,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_273_35,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_321_41,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_416_23,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_273_36,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_165_29,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_366_32,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_366_33,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_25,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_313_28,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_399_32,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_372_34,weather/find,O O O O B-location O,weather/find,O O O O O
test_259_26,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_442_34,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_273_37,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_402_35,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_258_32,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_259_27,weather/find,O O B-condition_description B-datetime O B-location I-location O,weather/find,O O B-condition_description B-datetime O B-location I-location O
test_402_36,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_402_37,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_210_31,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_310_35,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_399_33,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_269_31,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_313_29,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_210_32,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_269_32,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_416_24,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_259_28,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_372_35,weather/find,O O O O B-location O,weather/find,O O O O O
test_372_36,weather/find,O O O O B-location O,weather/find,O O O O O
test_360_31,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_366_34,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_310_36,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_259_29,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_360_32,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_372_37,weather/find,O O O O B-location O,weather/find,O O O O O
test_212_27,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_402_38,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_165_30,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_310_37,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_274_25,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_269_33,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_426_32,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_360_33,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_210_33,weather/find,O O B-datetime B-weather/attribute O B-location I-location O,weather/find,O O B-datetime B-condition_description O B-location O
test_313_30,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_426_33,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_258_33,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_416_25,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_366_35,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_259_30,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_259_31,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_399_34,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_269_34,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_269_35,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_402_39,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_426_34,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_269_36,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_402_40,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_313_31,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_273_38,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_212_28,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_274_26,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_321_42,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_310_38,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_402_41,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_273_39,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_310_39,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_426_35,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_321_43,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_310_40,weather/find,O O B-condition_temperature I-condition_temperature O O B-location,weather/find,O O O B-condition_temperature O O B-location
test_274_27,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_165_31,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_313_32,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_269_37,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_210_34,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_372_38,weather/find,O O O O B-location I-location O,weather/find,O O O O B-location O
test_273_40,weather/find,O O B-location I-location B-location O B-datetime,weather/find,O O B-location O B-location O B-datetime
test_310_41,weather/find,O O B-condition_temperature I-condition_temperature O O B-location I-location,weather/find,O O O B-condition_temperature O O B-location I-location
test_399_35,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location I-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location I-location
test_321_44,weather/find,O O O O B-datetime O B-location I-location O,weather/find,O O O B-datetime I-datetime O B-location I-location O
test_426_36,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location I-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location I-location
test_258_34,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_402_42,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O I-location O B-datetime I-datetime I-datetime O
test_313_33,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_258_35,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_274_28,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_372_39,weather/find,O O O O B-location I-location O,weather/find,O O O O B-location O
test_313_34,weather/find,O B-datetime I-datetime I-datetime O B-location I-location,weather/find,O B-datetime I-datetime I-datetime O B-location I-location
test_426_37,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_258_36,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_165_32,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_313_35,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_402_43,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_360_34,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_165_33,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_210_35,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_273_41,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_366_36,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O,weather/find,O O B-condition_temperature O B-location B-datetime I-datetime O
test_402_44,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_402_45,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_402_46,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O,weather/find,O B-condition_temperature O B-location O B-location O B-datetime I-datetime I-datetime O
test_274_29,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_274_30,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_399_36,BookRestaurant,O O O O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O O B-restaurant_type O B-party_size_number O O O O B-location
test_321_45,weather/find,O O O O B-datetime O B-location O,weather/find,O O O B-datetime I-datetime O B-location O
test_212_29,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
test_360_35,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_259_32,weather/find,O O B-condition_description B-datetime O B-location O,weather/find,O O B-condition_description B-datetime O B-location O
test_273_42,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_269_38,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_442_35,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_442_36,weather/find,O O O O B-location B-datetime I-datetime O,weather/find,O O O O B-location B-datetime I-datetime O
test_360_36,weather/find,O O O O B-location B-location B-datetime I-datetime O,weather/find,O O O O O B-location B-datetime I-datetime O
test_210_36,weather/find,O O B-datetime B-weather/attribute O B-location I-location O,weather/find,O O B-datetime B-condition_description O B-location O
test_313_36,weather/find,O B-datetime I-datetime I-datetime O B-location I-location,weather/find,O B-datetime I-datetime I-datetime O B-location I-location
test_426_38,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location,BookRestaurant,O O O B-party_size_number O O B-restaurant_type O B-location
test_210_37,weather/find,O O B-datetime B-weather/attribute O B-location O,weather/find,O O B-datetime B-condition_description O O
test_274_31,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O B-served_dish O B-location O B-datetime I-datetime O
test_416_26,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O,BookRestaurant,O O O B-restaurant_type O B-party_size_number O O B-location O
test_273_43,weather/find,O O B-location B-location O B-datetime,weather/find,O O O B-location O B-datetime
test_269_39,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_274_32,BookRestaurant,O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description O B-location O B-datetime I-datetime O,BookRestaurant,O O O B-restaurant_type O O O I-party_size_description O B-location O B-datetime I-datetime O
test_165_34,weather/find,O O O B-datetime O B-location,weather/find,O O O B-datetime O B-location
test_258_37,weather/find,O O O O B-location O,weather/find,O O O O B-location O
test_269_40,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_269_41,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O,BookRestaurant,O O O B-cuisine B-restaurant_type O B-location O
test_313_37,weather/find,O B-datetime I-datetime I-datetime O B-location,weather/find,O B-datetime I-datetime I-datetime O B-location
test_372_40,weather/find,O O O O B-location O,weather/find,O O O O O
test_212_30,weather/find,O B-datetime O O B-location,weather/find,O B-datetime O O B-location
